Title,Creator,AgeRecommendation,Active,Favorites,Visits,VoiceChat,Camera,Created,Updated,ServerSize,Genre,Likes,Dislikes,YearsSinceCreation,Ratio_Likes,Ratio_Dislikes
Two Player Obby 2,Funny.Games,All Ages,255,710846,447400000.0,1,0,2021-03-08,2023-05-06,16,Obby & Platformer,111000.0,51000.0,2,0.6851851851851852,0.31481481481481477
Typical Colors 2 [🎃] [MOBILE BETA],Dorcus Digital,Ages 9+,782,471617,117800000.0,1,0,2015-12-04,2024-11-05,24,Shooter,161000.0,41000.0,9,0.7970297029702971,0.20297029702970293
Ultimate Battlegrounds,By,Ages 9+,10158,359118,203900000.0,1,0,2022-12-14,2024-11-04,15,Action,211000.0,45000.0,2,0.82421875,0.17578125
Ultimate Ragdoll Playground,ShrekWasMyIdea,Ages 9+,750,84215,74700000.0,1,1,2022-10-15,2024-10-31,35,Simulation,11000.0,2490.0,2,0.815418828762046,0.18458117123795403
Underground War 2.0 ⚔️ [NUKE],capserg,Ages 9+,4770,383453,526600000.0,1,0,2022-06-02,2024-11-05,12,Action,220000.0,37000.0,2,0.8560311284046692,0.14396887159533078
Undertale Test Place Reborn,i8cheese,Ages 9+,651,351978,108400000.0,0,0,2021-09-17,2024-10-30,16,Action,125000.0,25000.0,3,0.8333333333333334,0.16666666666666663
Unlimited Drifting,INGameWorks Studio,All Ages,22,3684,2700000.0,0,0,2023-01-09,2023-01-18,1,Simulation,758.0,517.0,0,0.5945098039215686,0.4054901960784314
Unnamed Shooter,Lua_Fish,Ages 9+,1128,97501,37600000.0,0,0,2023-07-27,2024-11-01,20,Shooter,39000.0,13000.0,1,0.75,0.25
untitled tag game [recode] ,_create,All Ages,3923,463690,181100000.0,1,1,2023-07-13,2024-11-04,40,Party & Casual,330000.0,32000.0,1,0.9116022099447514,0.08839779005524862
Vayhood Hangout ❤️,TheOfficiaITeddy,All Ages,2805,1092413,10900000.0,1,1,2024-01-16,2024-11-04,50,Social,3348.0,1420.0,0,0.7021812080536913,0.29781879194630867
Venom Simulator ,Spider_Engineer,Ages 9+,916,48171,107000000.0,1,0,2015-07-02,2024-03-13,10,Action,9649.0,9526.0,9,0.5032073011734028,0.49679269882659716
vLife 🏡 RP,Dreamfusion Games,All Ages,1058,29715,6000000.0,1,1,2024-09-07,2024-11-04,25,Roleplay & Avatar Sim,4038.0,1140.0,0,0.779837775202781,0.22016222479721903
Volleyball 4.2,unlimited bolg works,All Ages,2089,442061,253000000.0,1,0,2019-09-09,2024-11-05,24,Sports & Racing,153000.0,16000.0,5,0.9053254437869822,0.09467455621301779
VR Hangout v1.5,Splite Studios,All Ages,593,101681,72400000.0,1,0,2022-02-09,2024-10-19,25,Social,27000.0,10000.0,2,0.7297297297297297,0.2702702702702703
Wild horse Roleplay,ananaspitch46,All Ages,247,4331,962500.0,0,0,2022-07-01,2024-11-01,20,Simulation,1415.0,745.0,2,0.6550925925925926,0.34490740740740744
WPK💥Winning Penalty Kick   ⚽Soccer⚽Football🏆Cup,GameWater1984,All Ages,379,71853,30000000.0,1,0,2023-01-07,2024-11-05,12,Sports & Racing,15000.0,2902.0,1,0.8378952072394146,0.16210479276058543
WWE 2K23  Roblox Wrestling,Vision Ent.,Ages 9+,235,76075,41000000.0,0,0,2019-10-29,2024-10-17,16,Sports & Racing,27000.0,6495.0,5,0.8060904612628751,0.1939095387371249
Yeet A Friend!,Low Effort Studios.,All Ages,2288,932758,349200000.0,1,1,2022-12-01,2024-11-04,12,Simulation,637000.0,34000.0,2,0.9493293591654247,0.05067064083457529
Yoinkz! [2-Player],Worried Productions (ROBLOX),All Ages,203,58966,1400000.0,1,0,2024-09-28,2024-10-28,30,Simulation,3631.0,543.0,0,0.8699089602299952,0.1300910397700048
ZO SAMURAI SWORD FIGHTING,ZO by Voldex,Ages 9+,1882,1571638,547300000.0,1,0,2021-04-14,2024-10-30,25,Action,683000.0,146000.0,3,0.8238841978287093,0.17611580217129075
Zombie Attack,Zombie Attack Official,Ages 9+,1071,5769362,1600000000.0,0,0,2017-12-12,2024-10-14,8,Survival,1000000.0,79000.0,7,0.9267840593141798,0.07321594068582016
Zombie Survival Garry's Mod,Frayz_XD,Ages 13+,747,95112,53300000.0,1,0,2022-07-08,2024-10-22,20,Survival,21000.0,7643.0,2,0.7331634256188249,0.26683657438117514
[legacy] untitled tag game,_create,Ages 9+,150,437195,68300000.0,1,1,2021-12-27,2024-10-27,35,Party & Casual,121000.0,22000.0,3,0.8461538461538461,0.15384615384615385
Catalog Avatar Creator,ItsMuneeeb,All Ages,22589,3440370,2800000000.0,1,1,2021-07-04,2024-11-06,24,Shopping,1000000.0,124000.0,3,0.8896797153024911,0.11032028469750887
 [HALLOWEEN 🎃] The Mimic,CTStudio,Ages 13+,3105,2911707,988600000.0,1,0,2021-01-15,2024-11-05,45,Survival,982000.0,107000.0,3,0.9017447199265382,0.09825528007346185
Clone Frenzy,Bean 1,All Ages,1529,700462,5400000.0,0,1,2024-09-20,2024-11-01,5,Simulation,3682.0,276.0,0,0.9302678120262758,0.06973218797372416
 Piggy [DECAY CHAPTER],MiniToon,Ages 9+,6621,11683854,13100000000.0,1,0,2020-01-23,2024-11-05,6,Survival,3000000.0,407000.0,4,0.8805400645729381,0.1194599354270619
 Sol's RNG [Era 9],sol's studio,All Ages,22046,635408,766400000.0,1,0,2023-12-03,2024-11-06,20,Simulation,747000.0,101000.0,1,0.8808962264150944,0.11910377358490565
[ALPHA]Sonic.EXE: Fatal Consequence,Nob_TheNobbington,All Ages,21,3632,1900000.0,0,0,2023-06-27,2024-11-06,15,Action,879.0,396.0,1,0.6894117647058824,0.3105882352941176
🎃Basketball Legends🎃,InfinitySports,All Ages,3220,359021,356300000.0,1,0,2023-07-31,2024-11-06,10,Sports & Racing,242000.0,52000.0,1,0.8231292517006803,0.1768707482993197
[⏰UPDATE] Slap Battles👏,Slap Battles,Ages 9+,9327,2365898,2400000000.0,1,1,2021-02-17,2024-11-02,16,Action,1000000.0,245000.0,3,0.8032128514056225,0.19678714859437751
The Strongest Battlegrounds,Yielding Arts,Ages 9+,114350,4236396,8900000000.0,1,0,2022-08-02,2024-11-04,15,Action,2000000.0,577000.0,2,0.7760962359332557,0.22390376406674428
[🗼UPD] Get Big Simulator,Goofin,All Ages,90,33665,9100000.0,0,0,2024-03-20,2024-11-03,10,Simulation,100000.0,2979.0,0,0.9710717719146622,0.028928228085337793
Vehicle Legends 🏎️ CARS!,QuadraTech,All Ages,5872,2278358,1500000000.0,1,0,2020-01-02,2024-11-04,18,Simulation,1000000.0,70000.0,4,0.9345794392523364,0.06542056074766356
[🥁] Tongue Battles,LDS Fighting,All Ages,2561,217772,132000000.0,1,0,2024-03-12,2024-11-05,18,Action,383000.0,28000.0,0,0.9318734793187348,0.06812652068126523
[🕷️HALLOWEEN🕸️] A Universal Time 3.9 🎃,Universe Time Studio,Ages 13+,16105,1313000,797900000.0,1,0,2020-06-04,2024-11-05,1,RPG,796000.0,134000.0,4,0.8559139784946237,0.1440860215053763
Survive in the Abandoned Caps,lauradevilhenabento2,All Ages,36,50366,2100000.0,1,0,2024-07-18,2024-11-01,20,Survival,1903.0,720.0,0,0.7255051467784979,0.27449485322150213
Studio Lite,ScottSpiritWalker,All Ages,277,53147,15800000.0,0,0,2022-09-20,2024-11-06,1,Simulation,16000.0,3910.0,2,0.8036162732295329,0.19638372677046712
[🎃 EVENT] Driving Empire 🏎️ Car Racing,Driving Empire by Voldex,All Ages,11672,13752552,1600000000.0,1,0,2019-06-23,2024-11-05,25,Simulation,1000000.0,114000.0,5,0.8976660682226212,0.10233393177737882
🎉 🏆 SUPER GUYS [🎃UPDATE!],SGD GAMES,All Ages,158,93933,9600000.0,0,0,2024-04-06,2024-11-03,12,Party & Casual,1339.0,771.0,0,0.6345971563981042,0.3654028436018958
[🎃] Dungeon Quest! ⚔️ RPG Adventure,Dungeon Quest by Voldex,Ages 9+,5448,4246279,2100000000.0,0,0,2018-09-26,2024-11-02,40,RPG,1000000.0,96000.0,6,0.9124087591240876,0.08759124087591241
weird strict dad [BOOK 2],BlueLoop Studios,All Ages,540,465088,341200000.0,1,0,2023-09-16,2024-09-21,20,Adventure,115000.0,21000.0,1,0.8455882352941176,0.15441176470588236
[🎃] MeepCity,alexnewtron,All Ages,2631,14788926,16100000000.000002,1,0,2016-02-23,2024-11-01,50,Roleplay & Avatar Sim,2000000.0,483000.0,8,0.8054772452678212,0.19452275473217884
2 Player Monkey Obby,Certified Monkey Business,All Ages,312,123433,38800000.0,0,1,2024-05-18,2024-07-17,22,Obby & Platformer,27000.0,5368.0,0,0.8341571922886801,0.16584280771131987
[🎃] Super League Soccer,Play! Football,All Ages,9446,457749,600500000.0,1,0,2023-01-17,2024-11-06,14,Sports & Racing,219000.0,46000.0,1,0.8264150943396227,0.17358490566037732
[🎃] untitled boxing game🥊,drowningsome,Ages 9+,6890,793616,676400000.0,1,0,2023-06-02,2024-11-04,20,Sports & Racing,743000.0,119000.0,1,0.8619489559164734,0.13805104408352664
Anime Racing Clicker 🍜,Clicker House,All Ages,236,159371,105700000.0,0,0,2022-08-26,2024-10-21,18,Simulation,81000.0,8090.0,2,0.9091929509484791,0.09080704905152093
[🎃FREE UGC🧻]Skibidi Toilet Battle,Skibidi Toilet Boom Studio,All Ages,2674,787584,67099999.99999999,1,1,2024-04-16,2024-11-06,25,Strategy,74000.0,3473.0,0,0.9551714790959431,0.04482852090405687
Phantom Forces,StyLiS Studios,Ages 9+,3579,5865806,1600000000.0,0,0,2015-08-31,2024-11-06,32,Shooter,2000000.0,212000.0,9,0.9041591320072333,0.0958408679927667
⚡Race Clicker,48h Games,All Ages,3450,1196441,799600000.0,0,0,2022-04-05,2024-11-05,25,Sports & Racing,1000000.0,55000.0,2,0.9478672985781991,0.05213270142180093
Five Nights TD Modded 2[🍀 OP ENCHANTS⏳],Modded FNAF Developments!,All Ages,1081,2694,3700000.0,0,1,2024-10-20,2024-11-06,50,Simulation,2379.0,237.0,0,0.9094036697247706,0.0905963302752294
Neko Cat Amelia [AI],imnotapolloe,All Ages,0,200,24100.0,0,1,2024-04-22,2024-09-27,1,Simulation,77.0,114.0,0,0.4031413612565445,0.5968586387434556
SCP Games and SCP Monsters,lolbuih,Ages 9+,3072,575990,623300000.0,1,1,2021-08-14,2024-11-05,20,Roleplay & Avatar Sim,91000.0,23000.0,3,0.7982456140350878,0.20175438596491224
Last Dawn,Last Dawn Presents,All Ages,403,5844,182500.0,1,1,2024-10-25,2024-11-06,20,Simulation,1940.0,255.0,0,0.8838268792710706,0.11617312072892938
Mega Mansion Tycoon 🌴,Wild Atelier,All Ages,4513,1567291,1000000000.0,1,0,2021-12-24,2024-11-05,6,Simulation,766000.0,41000.0,3,0.9491945477075588,0.050805452292441156
[WARSHIP!] Military Tycoon ®,InfinityInteractive,Ages 9+,4085,1734141,761600000.0,1,0,2021-07-31,2024-11-04,12,Simulation,1000000.0,100000.0,3,0.9090909090909091,0.09090909090909094
Marvel and DC Super Heroes,hhjhhjhh10,Ages 9+,1908,619112,695600000.0,1,0,2020-12-25,2024-10-14,60,Action,153000.0,76000.0,4,0.6681222707423581,0.3318777292576419
Tower Defense RNG,Stouts Studio,All Ages,6163,70534,1700000.0,0,1,2024-07-13,2024-11-06,6,Simulation,18000.0,1132.0,0,0.9408321137361488,0.059167886263851166
[STAGE THREE!] 💪 Ninja Challenge [Beta],Ninja Challenge,All Ages,2193,30137,23700000.0,1,0,2024-08-05,2024-11-04,5,Obby & Platformer,28000.0,4016.0,0,0.8745627186406797,0.1254372813593203
The Floor Is LAVA! 🔥,TheLegendOfPyro,All Ages,6826,3375710,2500000000.0,1,0,2017-05-16,2024-11-04,16,Survival,710000.0,231000.0,7,0.7545164718384697,0.2454835281615303
Sprunki Incredibox 3D RP,Hirarez,All Ages,1130,2343,647400.0,1,0,2024-10-19,2024-11-04,30,Simulation,373.0,73.0,0,0.8363228699551569,0.16367713004484308
[UPDATE 4] Meme Sea,Meme Sea Group,Ages 9+,17028,297992,420100000.0,1,0,2022-07-18,2024-10-17,12,RPG,299000.0,22000.0,2,0.9314641744548287,0.06853582554517135
Human Giraffe,Rdite,All Ages,43,446378,71300000.0,0,0,2019-01-04,2022-12-23,30,Simulation,118000.0,32000.0,3,0.7866666666666666,0.21333333333333337
[UPGRADE] BARRY'S PRISON RUN! (OBBY),PlatinumFalls,All Ages,15192,1197839,2800000000.0,1,1,2022-02-03,2024-11-01,12,Obby & Platformer,279000.0,199000.0,2,0.5836820083682008,0.41631799163179917
Hide and Seek Extreme,Tim7775,All Ages,6414,6450357,2900000000.0,0,0,2015-01-18,2024-10-11,14,Party & Casual,882000.0,86000.0,9,0.9111570247933884,0.08884297520661155
FORTUNE 777,BASED DEPARTMEΝT,All Ages,0,0,58.0,0,1,2024-04-14,2024-04-14,200,Simulation,3.0,1.0,0,0.75,0.25
ULTRA: Rebirth,Thetalies,All Ages,143,17681,7300000.0,0,0,2022-07-04,2024-11-04,20,Simulation,4549.0,417.0,2,0.9160289971808296,0.08397100281917036
Craft-Blox 😀😬😁😂 (Like Minecraft),Craftverse Studios,All Ages,82,126522,884800.0,1,1,2024-04-23,2024-10-25,19,Simulation,147.0,103.0,0,0.588,0.41200000000000003
a dusty trip [📜QUEST],Jandel's Road Trip,All Ages,14210,1235793,1100000000.0,1,1,2024-02-16,2024-11-03,25,Adventure,1000000.0,139000.0,0,0.8779631255487269,0.12203687445127309
Color Run,Mega Fun game,All Ages,89,151625,171700000.0,0,0,2021-04-06,2023-10-15,12,Party & Casual,36000.0,59000.0,2,0.37894736842105264,0.6210526315789473
⭐ ZENVO! Car Dealership Tycoon,Foxzie,All Ages,9359,3102949,2000000000.0,0,0,2018-03-27,2024-11-06,15,Simulation,1000000.0,101000.0,6,0.9082652134423251,0.09173478655767486
Uplift Games,Uplift Games - SUPPORT,All Ages,0,13,1845.0,0,1,2024-08-24,2024-09-27,50,Simulation,9.0,11.0,0,0.45,0.55
🪩  [DIVA  +15] SODAH,Benj Productions,All Ages,446,82970,13400000.0,1,1,2024-01-08,2024-11-03,50,Social,13000.0,2115.0,0,0.8600727753886868,0.13992722461131324
Arsenal,ROLVe,Ages 9+,4122,11174963,5600000000.0,0,0,2015-08-18,2024-11-05,16,Shooter,4000000.0,623000.0,9,0.8652390222799048,0.1347609777200952
💪Muscle Legends,Scriptbloxian Studios,Ages 9+,6876,2353947,1800000000.0,0,0,2019-08-09,2024-07-12,20,Simulation,903000.0,131000.0,5,0.8733075435203095,0.12669245647969052
Banana Eats 🎃,RyCitrus,Ages 9+,1657,1792872,692700000.0,1,0,2019-11-23,2024-11-02,10,Survival,428000.0,56000.0,5,0.8842975206611571,0.11570247933884292
Rich Mansion Tycoon!  🤑,Nebula Fun Studios,All Ages,219,629130,3400000.0,0,1,2024-06-09,2024-10-14,4,Simulation,529.0,213.0,0,0.7129380053908356,0.2870619946091644
Every Second You Get +1 Jump,lol games..,All Ages,597,4696834,376000000.0,1,0,2022-09-26,2024-11-03,15,Simulation,213000.0,15000.0,2,0.9342105263157895,0.06578947368421051
Onett - SSBM,PrincessxPeqchx,All Ages,0,1,44.0,0,1,2024-10-21,2024-10-30,50,Simulation,1.0,0.0,0,1.0,0.0
Berry Avenue 🏠 RP,Amberry Games,All Ages,26035,2325412,4500000000.0,0,0,2022-01-08,2024-11-03,30,Roleplay & Avatar Sim,689000.0,100000.0,2,0.8732572877059569,0.1267427122940431
Space Station Tycoon,J.M Studio's,All Ages,26,14504,1400000.0,0,0,2023-05-13,2024-11-06,5,Simulation,3802.0,1219.0,1,0.7572196773551085,0.24278032264489147
Robot Tycoon,Smash Games.,Ages 9+,141,62810,37100000.0,1,0,2022-09-05,2024-06-10,5,Simulation,18000.0,7375.0,2,0.7093596059113301,0.29064039408866993
Bloxy Bingo,Bloxy Bingo,All Ages,1654,977459,302600000.0,0,0,2020-06-28,2024-11-03,80,Party & Casual,247000.0,47000.0,4,0.8401360544217688,0.15986394557823125
Ro-Bio Virus Injection,Saiyco,Ages 9+,205,13289,2800000.0,0,0,2023-08-16,2024-11-05,12,Simulation,2144.0,456.0,1,0.8246153846153846,0.17538461538461536
Pandemonium Practice,rapandsam,All Ages,89,411,57700.0,1,1,2024-09-01,2024-11-06,30,Simulation,194.0,67.0,0,0.7432950191570882,0.2567049808429118
Rokadia [RP],Wolfpaq,All Ages,12,514286,79800000.0,0,0,2017-02-05,2022-03-21,20,Roleplay & Avatar Sim,44000.0,9694.0,5,0.8194584124855664,0.1805415875144336
🎀 Ally's Murder Mystery 2 (MM2),Secret Killers 2,All Ages,1688,73984,953400.0,1,1,2024-11-02,2024-11-02,12,Simulation,409.0,78.0,0,0.839835728952772,0.16016427104722797
Natural Disaster Survival,Stickmasterluke,All Ages,5062,10626985,3100000000.0,1,1,2008-03-29,2024-11-05,30,Survival,3000000.0,382000.0,16,0.8870490833826138,0.11295091661738621
Pirate Tycoon [ALPHA],ItsMuneeeb,All Ages,0,298,34600.0,1,0,2021-03-18,2024-01-01,16,Simulation,213.0,36.0,3,0.8554216867469879,0.14457831325301207
D-DAY,Vision Works,Ages 9+,186,631613,123900000.0,1,0,2017-07-06,2024-11-03,50,Action,217000.0,54000.0,7,0.8007380073800738,0.19926199261992616
MMV,MMV Gamеs,All Ages,4257,224330,3800000.0,1,1,2024-11-02,2024-11-06,12,Simulation,2631.0,326.0,0,0.889753128170443,0.11024687182955695
Limitless Airline Manager - [V.0.1.11],Extant Notion Entertainment,All Ages,78,25519,3300000.0,0,0,2022-02-26,2024-10-31,1,Simulation,8707.0,1448.0,2,0.8574101427868045,0.1425898572131955
[UPDATE] Poppy Playtime [StoryMode],Official Mike Tech Studios,All Ages,66,302,209800.0,1,0,2024-06-01,2024-11-06,30,Simulation,88.0,41.0,0,0.6821705426356589,0.3178294573643411
[🎄RED ONE] Anime Defenders,Small World Games x Anime Defenders,All Ages,71489,686566,3100000000.0,1,0,2024-04-05,2024-11-03,30,Strategy,1000000.0,60000.0,0,0.9433962264150944,0.05660377358490565
Dress To Impress 💜,Dress To Impress Group,All Ages,128508,3304116,4099999999.9999995,1,0,2023-10-18,2024-11-06,13,Roleplay & Avatar Sim,2000000.0,196000.0,1,0.9107468123861566,0.08925318761384338
DENSITY,Melanak_84,All Ages,0,0,13.0,0,1,2024-03-03,2024-03-22,50,Simulation,0.0,0.0,0,,
Nuke's Digital Circus Roleplay 🎪,Nuke's Games,All Ages,3,16749,1000000.0,0,0,2023-10-29,2024-08-31,25,Roleplay & Avatar Sim,199.0,131.0,1,0.603030303030303,0.396969696969697
Short Creepy Horror Stories [no gore and blood],kharbor_ykt,All Ages,369,2426,474500.0,1,1,2024-10-24,2024-11-03,30,Simulation,316.0,57.0,0,0.8471849865951743,0.15281501340482573
Every Second You Get Older [🎃HALLOWEEN🎃],Children Falling Inc,All Ages,349,92335,87500000.0,0,0,2023-02-05,2024-11-02,20,Simulation,17000.0,9135.0,1,0.6504687201071361,0.3495312798928639
Super Bagel 47,urgrandmother436,All Ages,271,19176,989000.0,0,0,2024-09-01,2024-11-05,80,Simulation,7359.0,507.0,0,0.9355453852021358,0.06445461479786418
🎃 Creatures of Sonaria 🖤 Survive Kaiju Animals,Sonar Studios,Ages 9+,19022,3736370,1000000000.0,0,0,2020-06-26,2024-11-02,75,Roleplay & Avatar Sim,714000.0,73000.0,4,0.9072426937738246,0.0927573062261754
Break In (Story),Cracky4,All Ages,4845,3862965,2500000000.0,1,0,2019-09-10,2023-10-09,45,Adventure,1000000.0,108000.0,4,0.9025270758122743,0.09747292418772568
🎃 Arm Wrestle Simulator,Kubo Games,All Ages,9023,900154,1000000000.0,1,0,2023-04-15,2024-11-05,9,Simulation,1000000.0,58000.0,1,0.945179584120983,0.05482041587901698
🎃 DOORS 👁️,LSPLASH,All Ages,31843,6719885,5700000000.0,1,0,2021-03-14,2024-11-04,40,Survival,3000000.0,291000.0,3,0.9115770282588879,0.08842297174111213
Titan Clash Online [Alpha],Founding Games,Ages 9+,265,64662,31000000.0,0,0,2021-06-15,2024-10-18,20,RPG,12000.0,2830.0,3,0.8091706001348618,0.19082939986513825
Lag Test 2025,Enomphia,All Ages,113,3528,640400.0,1,0,2024-08-05,2024-11-06,25,Simulation,1875.0,159.0,0,0.9218289085545722,0.07817109144542778
🎃 RIVALS,Nosniy Games,Ages 9+,42273,14028724,1400000000.0,1,1,2024-05-27,2024-10-31,40,Shooter,2000000.0,124000.0,0,0.9416195856873822,0.05838041431261776
[SKINS] Liar's Club,glaceon pokemon card,All Ages,1268,4163,596500.0,1,1,2024-10-24,2024-11-06,50,Simulation,563.0,113.0,0,0.8328402366863905,0.1671597633136095
( Zoonomaly ) WIP,S2d6u,All Ages,0,13,24200.0,0,1,2024-03-31,2024-10-26,50,Simulation,8.0,3.0,0,0.7272727272727273,0.2727272727272727
Blush Canyon (For Obby King),conormasters,All Ages,533,149182,123200000.0,0,0,2019-05-26,2023-12-29,20,Obby & Platformer,16000.0,18000.0,4,0.47058823529411764,0.5294117647058824
Weakest Dummy Fights Back (UPDATE),dr1ppy01,All Ages,973,1360,936200.0,1,0,2024-10-17,2024-11-06,7,Simulation,318.0,498.0,0,0.3897058823529412,0.6102941176470589
Weird Interesting Game 😳,Ultimate Gamer Group XD,All Ages,39,3063,227800.0,0,1,2024-09-15,2024-10-17,50,Simulation,2570.0,963.0,0,0.7274271157656382,0.27257288423436177
Emergency Hamburg,Emergency Hamburg,Ages 9+,15202,525317,450800000.0,1,0,2021-10-12,2024-11-03,42,Roleplay & Avatar Sim,210000.0,39000.0,3,0.8433734939759037,0.15662650602409633
🚪Sprunki in Area 51 🔦,Existe uma Ideia,All Ages,72,154,197900.0,1,1,2024-10-15,2024-10-16,20,Simulation,19.0,17.0,0,0.5277777777777778,0.4722222222222222
Five Nights TD [SEASON],Hyper TD,All Ages,21229,242427,416500000.0,0,1,2024-01-03,2024-11-05,20,Strategy,215000.0,16000.0,0,0.9307359307359307,0.06926406926406925
[W50] Obby But You’re On a Bike,FORTUNE 777,All Ages,4530,5769174,1400000000.0,0,0,2023-07-25,2024-11-05,20,Obby & Platformer,777000.0,237000.0,1,0.7662721893491125,0.23372781065088755
Survive a plane crash!,DOLLYNHO_CR4FTYT,All Ages,151,9482,4800000.0,0,0,2021-09-21,2024-10-15,20,Survival,2674.0,1606.0,3,0.624766355140187,0.37523364485981303
3008 [2.73],uglyburger0,All Ages,15600,4843900,2300000000.0,1,1,2019-01-20,2024-11-02,16,Survival,1000000.0,152000.0,5,0.8680555555555556,0.13194444444444442
Gunfight Arena,Gunfight Studio,Ages 9+,5848,1126394,525299999.99999994,0,0,2023-08-21,2024-11-04,20,Shooter,443000.0,58000.0,1,0.8842315369261478,0.11576846307385225
Guts &amp; Blackpowder,Guts &amp; Blackpowder,Ages 13+,5205,586771,163700000.0,1,0,2023-01-31,2024-11-06,20,Shooter,231000.0,14000.0,1,0.9428571428571428,0.05714285714285716
Gym League 🎃,1v2 Studios,All Ages,10506,3785053,385000000.0,1,1,2024-05-11,2024-11-04,8,Simulation,973000.0,25000.0,0,0.9749498997995992,0.02505010020040077
Gym Star Simulator[NEW PIRATE TRAINER🏴‍☠️💪],Gym Simulator Club,All Ages,7705,224242,55800000.0,1,1,2024-08-20,2024-11-06,12,Simulation,55000.0,3548.0,0,0.939400150304024,0.06059984969597598
Teamwork Puzzles 2 (Obby),Pear Pressure,All Ages,2178,14035574,717400000.0,1,1,2023-02-28,2024-11-04,22,Obby & Platformer,634000.0,46000.0,1,0.9323529411764706,0.0676470588235294
Jailbreak 🍁,Badimo,All Ages,11627,18276008,7100000000.0,1,1,2017-01-07,2024-10-23,28,Action,5000000.0,771000.0,7,0.8664009703690868,0.1335990296309132
[UPDATE 1] Project: Afternight,Project: AE,All Ages,531,98881,15500000.0,1,0,2023-04-08,2024-11-05,40,Action,41000.0,4101.0,1,0.9090707523114787,0.09092924768852129
[NEW CODE] Project Polaro,NushDespreCe,All Ages,609,1444,317200.0,0,1,2024-10-30,2024-11-06,13,Simulation,500.0,46.0,0,0.9157509157509157,0.08424908424908428
Destroy The Warner Bros. Water Tower!,kaciechAltAC3,All Ages,0,8,3641.0,0,1,2024-10-20,2024-11-03,1,Simulation,3.0,0.0,0,1.0,0.0
[UPDATE!] Speed Draw!,Studio Giraffe,All Ages,11010,1495633,1200000000.0,1,0,2021-07-10,2024-10-17,8,Party & Casual,377000.0,56000.0,3,0.8706697459584296,0.1293302540415704
Kawaii cinnamon,xXmonjiraXx,All Ages,0,1,27.0,0,0,2023-10-15,2024-01-29,50,Simulation,0.0,0.0,1,,
Z O th century fox Free Admin,AlexRyanPagac11,All Ages,0,106,89800.0,0,0,2020-08-19,2020-08-24,50,Simulation,14.0,21.0,0,0.4,0.6
LOCOfficial!,Rawblocky,All Ages,1210,834335,205400000.0,1,0,2022-01-18,2024-10-25,50,Strategy,211000.0,29000.0,2,0.8791666666666667,0.12083333333333335
❤️ Boys and Girls Hangout Club RP! ❤️,TheOfficiaITeddy,All Ages,746,2206821,65400000.00000001,1,1,2022-10-18,2024-11-03,50,Social,20000.0,17000.0,2,0.5405405405405406,0.45945945945945943
🎃EVENT🎃  FC 25 Football RNG,DdYPlayZYT,All Ages,5,235,153600.0,0,1,2024-08-28,2024-11-01,10,Simulation,200.0,22.0,0,0.9009009009009009,0.09909909909909909
Nikilis,bugaiarsenij,All Ages,0,22,2599.0,0,0,2020-03-15,2020-04-18,10,Simulation,13.0,24.0,0,0.35135135135135137,0.6486486486486487
MURDER MYSTERY! Emergency Response: Liberty County,Police Roleplay Community,Ages 9+,5417,2491072,1000000000.0,1,1,2018-11-01,2024-11-05,40,Roleplay & Avatar Sim,962000.0,93000.0,6,0.9118483412322275,0.08815165876777253
Become Forklift Certified Obby!,Appalling Games,All Ages,261,138345,32600000.0,1,0,2023-04-08,2024-10-29,30,Obby & Platformer,25000.0,38000.0,1,0.3968253968253968,0.6031746031746033
Really Easy Obby! 🌈,05kz,All Ages,3036,82140,228900000.0,0,0,2022-01-07,2024-11-06,15,Obby & Platformer,10000.0,5519.0,2,0.6443714156840002,0.35562858431599975
ESCAPE FROM THE OFFICE WILDBERRIES [🍇],ThisSee,All Ages,5,26,74200.0,0,0,2023-05-30,2023-11-23,15,Simulation,10.0,26.0,0,0.2777777777777778,0.7222222222222222
Funniest game on roblox,mighty2karoleks,All Ages,24,802,1000000.0,0,0,2024-06-19,2024-11-06,1,Simulation,420.0,221.0,0,0.6552262090483619,0.34477379095163807
Garden Defense!🧟‍♂️,TD Creation,All Ages,5104,434056,21800000.0,1,1,2024-09-04,2024-11-06,22,Simulation,11000.0,3332.0,0,0.7675132570471672,0.23248674295283278
PETS GO! ✨,BIG Games Pets,All Ages,158661,227040,229400000.0,1,0,2024-08-11,2024-11-04,8,Simulation,322000.0,25000.0,0,0.9279538904899135,0.0720461095100865
People Gumball Machine (NEW),SoundTrackZack,All Ages,501,212,708900.0,0,1,2024-06-21,2024-10-16,20,Simulation,51.0,25.0,0,0.6710526315789473,0.32894736842105265
[🔥SABOTAGE] Easy Size Obby,Classic Obby,All Ages,821,4443407,30400000.0,1,0,2023-08-06,2024-11-05,25,Obby & Platformer,2263.0,1004.0,1,0.6926844199571472,0.30731558004285275
BLOXFORT🔥,Angry Horse Games,Ages 9+,448,11790,18300000.0,0,0,2023-09-19,2024-05-09,12,Shooter,3301.0,2132.0,1,0.6075832873182404,0.3924167126817596
Iron Man: Reimagined Beta,Universal Horizon,All Ages,337,85367,21800000.0,1,0,2024-03-30,2024-09-02,20,Action,25000.0,2652.0,0,0.9040937364385939,0.09590626356140608
